Prob_Edge	Seed		Alfa	ISP_Nodes	ISP_Edges	Total_ISP	Truely_ISP_NODES	Truely_ISP_EDGES	Total_truely_ISP_repairs	Expected_OPT_Nodes	Expected_OPT_Edges	Total_OPT_Expected	Expected_OPT_Nodes	Expected_OPT_Edges	Expected_OPT_Total	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	Total_ONE_SHOT_OPT_Expected	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	ONE_SHOT_Expected_OPT_Total	BB_Expected_OPT_Nodes	BB_Expected_OPT_Edges	BB_Expected_OPT_Total	BB_Truely_OPT_Nodes	BB_Truely_OPT_Edges	BB_Truely_OPT_Total	OPT_Nodes	OPT_Edges	Total_OPT	MCG_Nodes	MCG_Edges	Total_MCG	MCW_Nodes	MCW_Edges	Total_MCW	MCB_Nodes	MCB_Edges	Total_MCB	SRT_Nodes	SRT_Edges	Total_SRT	Truely_SRT_Nodes	Truely_SRT_EDGES	Total_Truely_SRT	RNK_Nodes	RNK_Edges	Total_RNK	ALL_Nodes	ALL_Edges	Total_ALL	Total_DEM	SRT_SATIS	%_DEM_SAT	RNK_N_COM	RNK_E_COM	Tot_RNK_C	RNK_N_NC	RNK_E_NC	Tot_RNK_NC	RNK_SATIS	%_DEM_RNK	FLOW_FIXD	NUM_COUPL	VAR_DISTR	ERROR_FLG	Flag_MCG		DirImages
0.002		120		1.0		14		2		16		3		2		5		3		1		4		3		1		4		3		2		5		1		2		3		3		2		5		1		2		3		1		2		3		3		3		6		5		6		11		1		2		3		4		5		9		1		1		2		5		6		11		5		6		11		50		50		100		5		6		11		5		6		11		50		100		10		5		1.0		-		-		Simulazione_445
0.002		121		1.0		13		2		15		3		2		5		6		2		8		3		2		5		5		3		8		3		2		5		5		3		8		2		3		5		2		2		4		5		2		7		5		7		12		3		2		5		6		5		11		0		0		0		5		7		12		5		7		12		50		50		100		5		7		12		5		7		12		50		100		10		5		1.0		-		-		Simulazione_445
0.002		122		1.0		13		2		15		2		2		4		3		1		4		2		1		3		3		2		5		2		2		4		3		2		5		2		2		4		2		1		3		2		1		3		3		7		10		2		1		3		2		4		6		0		0		0		3		7		10		3		7		10		50		50		100		3		7		10		3		7		10		50		100		10		5		1.0		-		-		Simulazione_445
0.002		123		1.0		11		2		13		2		0		2		2		1		3		2		0		2		2		1		3		2		0		2		2		1		3		2		0		2		2		0		2		2		0		2		4		3		7		2		0		2		2		4		6		0		0		0		4		3		7		4		3		7		50		50		100		4		3		7		4		3		7		50		100		10		5		1.0		-		-		Simulazione_445
0.002		124		1.0		12		1		13		3		1		4		4		1		5		3		1		4		4		1		5		3		1		4		4		1		5		3		1		4		3		1		4		3		1		4		4		5		9		3		1		4		6		8		14		1		1		2		4		5		9		4		5		9		50		50		100		4		5		9		4		5		9		50		100		10		5		1.0		-		-		Simulazione_445
0.002		125		1.0		12		0		12		1		0		1		2		0		2		1		0		1		0		3		3		0		1		1		0		3		3		0		1		1		1		0		1		4		0		4		4		2		6		1		0		1		2		4		6		0		0		0		4		2		6		4		2		6		50		50		100		4		2		6		4		2		6		50		100		10		5		1.0		-		-		Simulazione_445
0.002		126		1.0		11		2		13		1		1		2		2		1		3		1		1		2		2		1		3		1		1		2		2		1		3		1		1		2		1		1		2		3		1		4		4		7		11		1		1		2		2		2		4		0		0		0		4		7		11		4		7		11		50		50		100		4		7		11		4		7		11		50		100		10		5		1.0		-		-		Simulazione_445
0.002		127		1.0		11		1		12		0		0		0		1		1		2		0		0		0		1		1		2		0		0		0		1		1		2		0		0		0		0		0		0		0		0		0		3		4		7		0		0		0		2		5		7		0		0		0		3		4		7		3		4		7		50		50		100		3		4		7		3		4		7		50		100		10		5		1.0		-		-		Simulazione_445
0.002		128		1.0		11		2		13		2		2		4		3		3		6		2		2		4		3		3		6		2		2		4		3		3		6		2		2		4		2		2		4		2		2		4		4		6		10		2		2		4		5		5		10		0		0		0		4		6		10		4		6		10		50		50		100		4		6		10		4		6		10		50		100		10		5		1.0		-		-		Simulazione_445
0.002		129		1.0		11		2		13		3		2		5		3		4		7		3		2		5		3		4		7		3		2		5		3		4		7		3		2		5		3		1		4		3		2		5		5		7		12		3		1		4		4		6		10		1		1		2		5		7		12		5		7		12		50		50		100		5		7		12		5		7		12		50		100		10		5		1.0		-		-		Simulazione_445
