Prob_Edge	Seed		Alfa	ISP_Nodes	ISP_Edges	Total_ISP	Truely_ISP_NODES	Truely_ISP_EDGES	Total_truely_ISP_repairs	Expected_OPT_Nodes	Expected_OPT_Edges	Total_OPT_Expected	Expected_OPT_Nodes	Expected_OPT_Edges	Expected_OPT_Total	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	Total_ONE_SHOT_OPT_Expected	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	ONE_SHOT_Expected_OPT_Total	BB_Expected_OPT_Nodes	BB_Expected_OPT_Edges	BB_Expected_OPT_Total	BB_Truely_OPT_Nodes	BB_Truely_OPT_Edges	BB_Truely_OPT_Total	OPT_Nodes	OPT_Edges	Total_OPT	MCG_Nodes	MCG_Edges	Total_MCG	MCW_Nodes	MCW_Edges	Total_MCW	MCB_Nodes	MCB_Edges	Total_MCB	SRT_Nodes	SRT_Edges	Total_SRT	Truely_SRT_Nodes	Truely_SRT_EDGES	Total_Truely_SRT	RNK_Nodes	RNK_Edges	Total_RNK	ALL_Nodes	ALL_Edges	Total_ALL	Total_DEM	SRT_SATIS	%_DEM_SAT	RNK_N_COM	RNK_E_COM	Tot_RNK_C	RNK_N_NC	RNK_E_NC	Tot_RNK_NC	RNK_SATIS	%_DEM_RNK	FLOW_FIXD	NUM_COUPL	VAR_DISTR	ERROR_FLG	Flag_MCG		DirImages
0.002		120		1.2		17		7		24		10		7		17		13		5		18		12		5		17		11		5		16		9		5		14		11		5		16		9		5		14		9		5		14		10		6		16		20		23		43		9		5		14		13		12		25		4		4		8		20		23		43		20		23		43		50		50		100		20		23		43		20		23		43		50		100		10		5		1.0		-		-		Simulazione_445
0.002		121		1.2		18		8		26		11		8		19		14		7		21		12		7		19		11		7		18		9		7		16		11		7		18		9		7		16		9		7		16		11		8		19		16		26		42		11		8		19		14		13		27		5		5		10		16		26		42		16		26		42		50		50		100		16		26		42		16		26		42		50		100		10		5		1.0		-		-		Simulazione_445
0.002		122		1.2		17		10		27		11		10		21		16		6		22		13		6		19		12		7		19		10		7		17		12		7		19		10		7		17		10		7		17		14		8		22		17		25		42		13		7		20		15		15		30		3		3		6		17		25		42		17		25		42		50		50		100		17		25		42		17		25		42		50		100		10		5		1.0		-		-		Simulazione_445
0.002		123		1.2		20		8		28		10		8		18		16		8		24		10		8		18		13		9		22		9		9		18		13		9		22		9		9		18		9		8		17		12		10		22		16		25		41		11		9		20		18		16		34		3		3		6		16		25		41		16		25		41		50		50		100		16		25		41		16		25		41		50		100		10		5		1.0		-		-		Simulazione_445
0.002		124		1.2		18		9		27		8		9		17		14		8		22		11		7		18		11		9		20		8		9		17		11		9		20		8		9		17		8		9		17		10		7		17		15		25		40		10		7		17		15		16		31		9		9		18		15		25		40		15		25		40		50		50		100		15		25		40		15		25		40		50		100		10		5		1.0		-		-		Simulazione_445
0.002		125		1.2		15		9		24		8		9		17		14		7		21		11		7		18		9		7		16		8		7		15		9		7		16		8		7		15		8		7		15		11		8		19		18		27		45		10		8		18		12		11		23		2		2		4		18		27		45		18		27		45		50		50		100		18		27		45		18		27		45		50		100		10		5		1.0		-		-		Simulazione_445
0.002		126		1.2		15		7		22		6		7		13		14		7		21		11		7		18		8		7		15		6		7		13		8		7		15		6		7		13		6		7		13		11		6		17		20		25		45		9		7		16		10		9		19		4		4		8		20		25		45		20		25		45		50		50		100		20		25		45		20		25		45		50		100		10		5		1.0		-		-		Simulazione_445
0.002		127		1.2		19		7		26		9		7		16		11		6		17		9		6		15		10		6		16		7		7		14		10		6		16		8		6		14		6		8		14		11		11		22		18		25		43		6		8		14		13		11		24		3		3		6		18		25		43		18		25		43		50		50		100		18		25		43		18		25		43		50		100		10		5		1.0		-		-		Simulazione_445
0.002		128		1.2		18		9		27		9		9		18		14		9		23		11		9		20		11		9		20		9		9		18		11		9		20		9		9		18		10		7		17		12		9		21		19		28		47		11		9		20		16		15		31		5		5		10		19		28		47		19		28		47		50		50		100		19		28		47		19		28		47		50		100		10		5		1.0		-		SI		Simulazione_445
0.002		129		1.2		17		10		27		9		10		19		13		7		20		10		7		17		12		9		21		9		9		18		12		9		21		9		9		18		9		7		16		11		9		20		18		26		44		10		7		17		15		15		30		3		3		6		18		26		44		18		26		44		50		50		100		18		26		44		18		26		44		50		100		10		5		1.0		-		-		Simulazione_445
0.002		130		1.2		15		5		20		11		5		16		15		3		18		14		3		17		11		5		16		10		5		15		11		5		16		10		5		15		11		4		15		15		3		18		19		24		43		14		3		17		13		11		24		2		2		4		19		24		43		19		24		43		50		50		100		19		24		43		19		24		43		50		100		10		5		1.0		-		-		Simulazione_445
0.002		131		1.2		18		7		25		10		7		17		14		6		20		12		6		18		11		6		17		9		6		15		11		6		17		9		6		15		9		6		15		12		7		19		19		25		44		12		6		18		15		16		31		4		4		8		19		25		44		19		25		44		50		50		100		19		25		44		19		25		44		50		100		10		5		1.0		-		-		Simulazione_445
0.002		132		1.2		20		8		28		13		8		21		18		7		25		14		7		21		15		9		24		14		7		21		15		9		24		13		9		22		12		8		20		17		10		27		19		24		43		15		8		23		17		15		32		7		7		14		19		24		43		19		24		43		50		30		60		19		24		43		19		24		43		50		100		10		5		1.0		-		-		Simulazione_445
0.002		133		1.2		16		4		20		9		4		13		11		4		15		9		4		13		10		4		14		8		5		13		10		4		14		9		4		13		8		5		13		11		9		20		19		28		47		10		4		14		10		7		17		1		1		2		19		28		47		19		28		47		50		50		100		19		28		47		19		28		47		50		100		10		5		1.0		-		-		Simulazione_445
0.002		134		1.2		14		3		17		10		3		13		11		3		14		10		3		13		10		3		13		9		3		12		10		3		13		9		3		12		9		3		12		11		3		14		21		24		45		9		3		12		16		8		24		2		2		4		21		24		45		21		24		45		50		50		100		21		24		45		21		24		45		50		100		10		5		1.0		-		-		Simulazione_445
0.002		135		1.2		16		7		23		8		7		15		11		6		17		10		6		16		11		6		17		9		6		15		11		6		17		9		6		15		8		5		13		10		4		14		18		24		42		10		4		14		9		8		17		2		2		4		18		24		42		18		24		42		50		30		60		18		24		42		18		24		42		50		100		10		5		1.0		-		-		Simulazione_445
0.002		136		1.2		15		8		23		9		8		17		11		8		19		9		8		17		10		8		18		9		8		17		10		8		18		9		8		17		9		8		17		15		10		25		20		28		48		10		8		18		10		9		19		2		2		4		20		28		48		20		28		48		50		50		100		20		28		48		20		28		48		50		100		10		5		1.0		-		-		Simulazione_445
0.002		137		1.2		20		13		33		10		13		23		17		12		29		11		12		23		13		12		25		10		12		22		13		12		25		10		12		22		9		12		21		10		12		22		18		28		46		9		12		21		17		19		36		9		9		18		18		28		46		18		28		46		50		50		100		18		28		46		18		28		46		50		100		10		5		1.0		-		-		Simulazione_445
0.002		138		1.2		20		15		35		11		15		26		11		9		20		9		9		18		8		10		18		5		10		15		8		10		18		6		10		16		5		10		15		10		11		21		19		24		43		9		10		19		12		15		27		3		3		6		19		24		43		19		24		43		50		50		100		19		24		43		19		24		43		50		100		10		5		1.0		-		-		Simulazione_445
0.002		139		1.2		18		14		32		10		14		24		15		10		25		11		10		21		11		10		21		8		10		18		11		10		21		8		10		18		8		10		18		9		12		21		18		26		44		9		12		21		16		17		33		7		7		14		18		26		44		18		26		44		50		50		100		18		26		44		18		26		44		50		100		10		5		1.0		-		-		Simulazione_445
