Prob_Edge	Seed		Alfa	ISP_Nodes	ISP_Edges	Total_ISP	Truely_ISP_NODES	Truely_ISP_EDGES	Total_truely_ISP_repairs	Expected_OPT_Nodes	Expected_OPT_Edges	Total_OPT_Expected	Expected_OPT_Nodes	Expected_OPT_Edges	Expected_OPT_Total	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	Total_ONE_SHOT_OPT_Expected	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	ONE_SHOT_Expected_OPT_Total	OPT_Nodes	OPT_Edges	Total_OPT	MCG_Nodes	MCG_Edges	Total_MCG	MCW_Nodes	MCW_Edges	Total_MCW	MCB_Nodes	MCB_Edges	Total_MCB	SRT_Nodes	SRT_Edges	Total_SRT	RNK_Nodes	RNK_Edges	Total_RNK	ALL_Nodes	ALL_Edges	Total_ALL	Total_DEM	SRT_SATIS	%_DEM_SAT	RNK_N_COM	RNK_E_COM	Tot_RNK_C	RNK_N_NC	RNK_E_NC	Tot_RNK_NC	RNK_SATIS	%_DEM_RNK	FLOW_FIXD	NUM_COUPL	VAR_DISTR	ERROR_FLG	Flag_MCG		DirImages
0.002		220		0.6		3		1		4		3		1		4		3		1		4		3		1		4		3		1		4		3		1		4		3		0		3		3		0		3		12		9		21		3		0		3		3		1		4		12		9		21		12		9		21		24		24		100		12		9		21		12		9		21		24		100		6		4		0.6		-		-		Simulazione_432
0.002		221		0.6		4		4		8		4		4		8		4		4		8		4		4		8		5		4		9		4		4		8		4		4		8		5		4		9		12		19		31		5		4		9		5		6		11		12		19		31		12		19		31		24		24		100		12		19		31		12		19		31		24		100		6		4		0.6		-		-		Simulazione_432
0.002		222		0.6		4		4		8		4		4		8		4		4		8		4		4		8		5		4		9		4		4		8		4		4		8		6		4		10		14		15		29		4		4		8		4		4		8		14		15		29		14		15		29		24		24		100		14		15		29		14		15		29		24		100		6		4		0.6		-		-		Simulazione_432
0.002		223		0.6		6		4		10		3		4		7		4		3		7		1		3		4		5		3		8		1		3		4		1		3		4		2		4		6		12		10		22		2		4		6		3		5		8		12		10		22		12		10		22		24		24		100		12		10		22		12		10		22		24		100		6		4		0.6		-		SI		Simulazione_432
0.002		224		0.6		1		2		3		1		2		3		2		2		4		2		2		4		3		4		7		1		2		3		1		2		3		5		1		6		9		10		19		2		1		3		1		3		4		9		10		19		9		10		19		24		24		100		9		10		19		9		10		19		24		100		6		4		0.6		-		-		Simulazione_432
0.002		225		0.6		5		3		8		5		3		8		5		2		7		5		2		7		6		2		8		5		2		7		5		2		7		6		3		9		14		18		32		5		2		7		6		4		10		14		18		32		14		18		32		24		24		100		14		18		32		14		18		32		24		100		6		4		0.6		-		-		Simulazione_432
0.002		226		0.6		3		2		5		3		2		5		3		2		5		3		2		5		3		2		5		3		2		5		3		2		5		3		2		5		18		19		37		3		2		5		3		3		6		18		19		37		18		19		37		24		24		100		18		19		37		18		19		37		24		100		6		4		0.6		-		-		Simulazione_432
0.002		227		0.6		5		4		9		5		4		9		5		5		10		5		5		10		6		5		11		5		5		10		5		4		9		8		4		12		16		20		36		6		5		11		4		5		9		16		20		36		16		20		36		24		24		100		16		20		36		16		20		36		24		100		6		4		0.6		-		-		Simulazione_432
0.002		228		0.6		3		2		5		3		2		5		3		2		5		3		2		5		3		2		5		3		2		5		3		2		5		6		4		10		11		15		26		5		3		8		4		3		7		11		15		26		11		15		26		24		24		100		11		15		26		11		15		26		24		100		6		4		0.6		-		-		Simulazione_432
0.002		229		0.6		2		1		3		2		1		3		2		1		3		2		1		3		5		1		6		2		1		3		2		1		3		4		0		4		11		9		20		3		0		3		3		0		3		11		9		20		11		9		20		24		24		100		11		9		20		11		9		20		24		100		6		4		0.6		-		-		Simulazione_432
