Prob_Edge	Seed		Alfa	ISP_Nodes	ISP_Edges	Total_ISP	Truely_ISP_NODES	Truely_ISP_EDGES	Total_truely_ISP_repairs	Expected_OPT_Nodes	Expected_OPT_Edges	Total_OPT_Expected	Expected_OPT_Nodes	Expected_OPT_Edges	Expected_OPT_Total	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	Total_ONE_SHOT_OPT_Expected	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	ONE_SHOT_Expected_OPT_Total	BB_Expected_OPT_Nodes	BB_Expected_OPT_Edges	BB_Expected_OPT_Total	BB_Truely_OPT_Nodes	BB_Truely_OPT_Edges	BB_Truely_OPT_Total	OPT_Nodes	OPT_Edges	Total_OPT	MCG_Nodes	MCG_Edges	Total_MCG	MCW_Nodes	MCW_Edges	Total_MCW	MCB_Nodes	MCB_Edges	Total_MCB	SRT_Nodes	SRT_Edges	Total_SRT	Truely_SRT_Nodes	Truely_SRT_EDGES	Total_Truely_SRT	RNK_Nodes	RNK_Edges	Total_RNK	ALL_Nodes	ALL_Edges	Total_ALL	Total_DEM	SRT_SATIS	%_DEM_SAT	RNK_N_COM	RNK_E_COM	Tot_RNK_C	RNK_N_NC	RNK_E_NC	Tot_RNK_NC	RNK_SATIS	%_DEM_RNK	FLOW_FIXD	NUM_COUPL	VAR_DISTR	ERROR_FLG	Flag_MCG		DirImages
0.002		120		2.8		21		19		40		21		19		40		21		17		38		21		17		38		20		17		37		20		17		37		20		17		37		20		17		37		20		17		37		22		20		42		44		60		104		22		20		42		19		18		37		8		8		16		44		60		104		44		60		104		50		30		60		44		60		104		44		60		104		50		100		10		5		1.0		-		-		Simulazione_445
0.002		121		2.8		26		26		52		24		26		50		27		24		51		25		24		49		25		24		49		23		24		47		25		24		49		23		24		47		23		24		47		24		27		51		44		61		105		24		27		51		24		23		47		12		12		24		44		61		105		44		61		105		50		30		60		44		61		105		44		61		105		50		100		10		5		1.0		-		-		Simulazione_445
0.002		122		2.8		22		22		44		20		22		42		24		21		45		22		21		43		22		21		43		20		21		41		22		21		43		20		21		41		20		21		41		25		27		52		45		60		105		23		25		48		22		21		43		10		10		20		45		60		105		45		60		105		50		50		100		45		60		105		45		60		105		50		100		10		5		1.0		-		-		Simulazione_445
0.002		123		2.8		26		24		50		25		24		49		26		23		49		25		23		48		25		23		48		24		23		47		25		23		48		24		23		47		24		22		46		27		25		52		45		61		106		27		25		52		24		23		47		12		12		24		45		61		106		45		61		106		50		30		60		45		61		106		45		61		106		50		100		10		5		1.0		-		-		Simulazione_445
0.002		124		2.8		22		21		43		21		21		42		22		20		42		21		20		41		22		20		42		21		20		41		22		20		42		21		20		41		21		20		41		23		22		45		46		62		108		23		22		45		20		19		39		9		9		18		46		62		108		46		62		108		50		30		60		46		62		108		46		62		108		50		100		10		5		1.0		-		-		Simulazione_445
0.002		125		2.8		23		21		44		23		21		44		27		19		46		26		19		45		23		19		42		22		19		41		23		19		42		22		19		41		22		19		41		27		29		56		46		60		106		24		21		45		26		24		50		9		9		18		46		60		106		46		60		106		50		50		100		46		60		106		46		60		106		50		100		10		5		1.0		-		-		Simulazione_445
0.002		126		2.8		19		18		37		19		18		37		19		16		35		19		16		35		18		16		34		18		16		34		18		16		34		18		16		34		18		16		34		24		25		49		45		61		106		20		19		39		17		15		32		8		8		16		45		61		106		45		61		106		50		30		60		45		61		106		45		61		106		50		100		10		5		1.0		-		-		Simulazione_445
0.002		127		2.8		24		23		47		24		23		47		24		21		45		24		21		45		23		21		44		23		21		44		23		21		44		23		21		44		23		21		44		28		25		53		46		61		107		28		25		53		22		20		42		10		10		20		46		61		107		46		61		107		50		30		60		46		61		107		46		61		107		50		100		10		5		1.0		-		-		Simulazione_445
0.002		128		2.8		27		25		52		26		25		51		27		24		51		26		24		50		27		24		51		26		24		50		27		24		51		26		24		50		26		24		50		28		25		53		46		61		107		28		25		53		25		23		48		13		13		26		46		61		107		46		61		107		50		30		60		46		61		107		46		61		107		50		100		10		5		1.0		-		-		Simulazione_445
0.002		129		2.8		26		25		51		25		25		50		25		19		44		24		19		43		20		20		40		20		20		40		20		20		40		20		20		40		21		19		40		25		24		49		46		60		106		22		21		43		24		22		46		9		9		18		46		60		106		46		60		106		50		40		80		46		60		106		46		60		106		50		100		10		5		1.0		-		-		Simulazione_445
0.002		130		2.8		21		17		38		20		17		37		25		17		42		23		17		40		20		17		37		20		17		37		20		17		37		20		17		37		20		17		37		24		23		47		45		60		105		24		23		47		21		19		40		8		8		16		45		60		105		45		60		105		50		50		100		45		60		105		45		60		105		50		100		10		5		1.0		-		-		Simulazione_445
0.002		131		2.8		26		22		48		25		22		47		28		20		48		27		20		47		24		21		45		24		22		46		24		21		45		24		21		45		24		20		44		29		29		58		46		60		106		27		23		50		26		23		49		12		12		24		46		60		106		46		60		106		50		50		100		46		60		106		46		60		106		50		100		10		5		1.0		-		-		Simulazione_445
0.002		132		2.8		25		23		48		25		23		48		28		22		50		28		22		50		24		22		46		24		23		47		24		22		46		24		22		46		24		22		46		25		23		48		46		61		107		24		23		47		25		24		49		13		13		26		46		61		107		46		61		107		50		40		80		46		61		107		46		61		107		50		100		10		5		1.0		-		-		Simulazione_445
0.002		133		2.8		21		19		40		21		19		40		24		18		42		24		18		42		20		19		39		20		19		39		20		19		39		20		19		39		20		19		39		25		26		51		46		62		108		23		23		46		20		19		39		10		10		20		46		62		108		46		62		108		50		50		100		46		62		108		46		62		108		50		100		10		5		1.0		-		-		Simulazione_445
