Prob_Edge	Seed		Alfa	ISP_Nodes	ISP_Edges	Total_ISP	Truely_ISP_NODES	Truely_ISP_EDGES	Total_truely_ISP_repairs	Expected_OPT_Nodes	Expected_OPT_Edges	Total_OPT_Expected	Expected_OPT_Nodes	Expected_OPT_Edges	Expected_OPT_Total	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	Total_ONE_SHOT_OPT_Expected	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	ONE_SHOT_Expected_OPT_Total	BB_Expected_OPT_Nodes	BB_Expected_OPT_Edges	BB_Expected_OPT_Total	BB_Truely_OPT_Nodes	BB_Truely_OPT_Edges	BB_Truely_OPT_Total	OPT_Nodes	OPT_Edges	Total_OPT	MCG_Nodes	MCG_Edges	Total_MCG	MCW_Nodes	MCW_Edges	Total_MCW	MCB_Nodes	MCB_Edges	Total_MCB	SRT_Nodes	SRT_Edges	Total_SRT	Truely_SRT_Nodes	Truely_SRT_EDGES	Total_Truely_SRT	RNK_Nodes	RNK_Edges	Total_RNK	ALL_Nodes	ALL_Edges	Total_ALL	Total_DEM	SRT_SATIS	%_DEM_SAT	RNK_N_COM	RNK_E_COM	Tot_RNK_C	RNK_N_NC	RNK_E_NC	Tot_RNK_NC	RNK_SATIS	%_DEM_RNK	FLOW_FIXD	NUM_COUPL	VAR_DISTR	ERROR_FLG	Flag_MCG		DirImages
0.002		120		1.0		14		2		16		3		1		4		6		2		8		3		1		4		7		5		12		2		2		4		7		5		12		2		2		4		1		2		3		3		3		6		5		6		11		1		2		3		8		8		16		1		1		2		5		6		11		5		6		11		50		50		100		5		6		11		5		6		11		50		100		10		5		1.0		-		-		Simulazione_445
0.002		121		1.0		16		4		20		3		2		5		15		8		23		3		2		5		14		9		23		3		2		5		14		9		23		2		3		5		2		2		4		5		2		7		5		7		12		3		2		5		17		13		30		0		0		0		5		7		12		5		7		12		50		50		100		5		7		12		5		7		12		50		100		10		5		1.0		-		-		Simulazione_445
0.002		122		1.0		15		4		19		2		3		5		12		2		14		2		1		3		11		2		13		2		1		3		11		2		13		2		1		3		2		1		3		2		1		3		3		7		10		2		1		3		14		11		25		0		0		0		3		7		10		3		7		10		50		50		100		3		7		10		3		7		10		50		100		10		5		1.0		-		-		Simulazione_445
0.002		123		1.0		16		4		20		2		0		2		10		3		13		2		0		2		10		3		13		2		0		2		10		3		13		2		0		2		2		0		2		2		0		2		4		3		7		2		0		2		13		14		27		0		0		0		4		3		7		4		3		7		50		50		100		4		3		7		4		3		7		50		100		10		5		1.0		-		-		Simulazione_445
0.002		124		1.0		14		3		17		3		1		4		8		3		11		3		1		4		8		3		11		3		1		4		8		3		11		3		1		4		3		1		4		3		1		4		4		5		9		3		1		4		13		12		25		1		1		2		4		5		9		4		5		9		50		50		100		4		5		9		4		5		9		50		100		10		5		1.0		-		-		Simulazione_445
0.002		125		1.0		14		2		16		1		0		1		12		2		14		1		0		1		11		7		18		0		1		1		11		7		18		0		1		1		1		0		1		4		0		4		4		2		6		1		0		1		14		10		24		0		0		0		4		2		6		4		2		6		50		50		100		4		2		6		4		2		6		50		100		10		5		1.0		-		-		Simulazione_445
0.002		126		1.0		11		3		14		1		1		2		4		3		7		1		1		2		4		3		7		1		1		2		4		3		7		1		1		2		1		1		2		3		1		4		4		7		11		1		1		2		5		5		10		0		0		0		4		7		11		4		7		11		50		50		100		4		7		11		4		7		11		50		100		10		5		1.0		-		-		Simulazione_445
0.002		127		1.0		13		2		15		0		0		0		10		4		14		0		0		0		10		4		14		0		0		0		10		4		14		0		0		0		0		0		0		0		0		0		3		4		7		0		0		0		12		9		21		0		0		0		3		4		7		3		4		7		50		50		100		3		4		7		3		4		7		50		100		10		5		1.0		-		-		Simulazione_445
0.002		128		1.0		16		5		21		2		2		4		16		7		23		2		2		4		14		7		21		2		2		4		14		7		21		2		2		4		2		2		4		2		2		4		4		6		10		2		2		4		17		14		31		0		0		0		4		6		10		4		6		10		50		50		100		4		6		10		4		6		10		50		100		10		5		1.0		-		-		Simulazione_445
0.002		129		1.0		16		4		20		4		2		6		13		4		17		3		1		4		11		6		17		3		2		5		11		6		17		3		2		5		3		1		4		3		2		5		5		7		12		3		1		4		15		15		30		1		1		2		5		7		12		5		7		12		50		50		100		5		7		12		5		7		12		50		100		10		5		1.0		-		-		Simulazione_445
